Adjacency,C[LM[Atomic radius]],C[LM[Charge]],C[LM[Covalent radius]],C[LM[Electronegativity]],C[LM[Mass]],C[LM[Specific heat]],C[LM[vdWRadius]],C[Sh[Adjacency]],C[Sh[CfMax]],C[Sh[CfMin]],C[Sh[CjMax]],C[Sh[CjMin]],C[Sh[Conectivity]],C[Sh[D3D]],C[Sh[Detour]],C[Sh[Distance]],Conectivity,CS[LM[Atomic radius]],CS[LM[Charge]],CS[LM[Covalent radius]],CS[LM[Electronegativity]],CS[LM[Mass]],CS[LM[Specific heat]],CS[LM[vdWRadius]],CS[Sh[Adjacency]],CS[Sh[CfMax]],CS[Sh[CfMin]],CS[Sh[CjMax]],CS[Sh[CjMin]],CS[Sh[Conectivity]],CS[Sh[D3D]],CS[Sh[Detour]],CS[Sh[Distance]],D3D,Detour,Distance,DS,IE[CfMax],IE[CfMin],IE[CjMax],IE[CjMin],IP[CfMax],IP[CfMin],IP[CjMax],IP[CjMin],PD^2S[LM[Atomic radius]],PD^2S[LM[Charge]],PD^2S[LM[Covalent radius]],PD^2S[LM[Electronegativity]],PD^2S[LM[Mass]],PD^2S[LM[Specific heat]],PD^2S[LM[vdWRadius]],PD^2S[Sh[Adjacency]],PD^2S[Sh[CfMax]],PD^2S[Sh[CfMin]],PD^2S[Sh[CjMax]],PD^2S[Sh[CjMin]],PD^2S[Sh[Conectivity]],PD^2S[Sh[D3D]],PD^2S[Sh[Detour]],PD^2S[Sh[Distance]],PDS[LM[Atomic radius]],PDS[LM[Charge]],PDS[LM[Covalent radius]],PDS[LM[Electronegativity]],PDS[LM[Mass]],PDS[LM[Specific heat]],PDS[LM[vdWRadius]],PDS[Sh[Adjacency]],PDS[Sh[CfMax]],PDS[Sh[CfMin]],PDS[Sh[CjMax]],PDS[Sh[CjMin]],PDS[Sh[Conectivity]],PDS[Sh[D3D]],PDS[Sh[Detour]],PDS[Sh[Distance]],PDS1[LM[Atomic radius]],PDS1[LM[Charge]],PDS1[LM[Covalent radius]],PDS1[LM[Electronegativity]],PDS1[LM[Mass]],PDS1[LM[Specific heat]],PDS1[LM[vdWRadius]],PDS1[Sh[Adjacency]],PDS1[Sh[CfMax]],PDS1[Sh[CfMin]],PDS1[Sh[CjMax]],PDS1[Sh[CjMin]],PDS1[Sh[Conectivity]],PDS1[Sh[D3D]],PDS1[Sh[Detour]],PDS1[Sh[Distance]],PDS2[LM[Atomic radius]],PDS2[LM[Charge]],PDS2[LM[Covalent radius]],PDS2[LM[Electronegativity]],PDS2[LM[Mass]],PDS2[LM[Specific heat]],PDS2[LM[vdWRadius]],PDS2[Sh[Adjacency]],PDS2[Sh[CfMax]],PDS2[Sh[CfMin]],PDS2[Sh[CjMax]],PDS2[Sh[CjMin]],PDS2[Sh[Conectivity]],PDS2[Sh[D3D]],PDS2[Sh[Detour]],PDS2[Sh[Distance]],PDS3[LM[Atomic radius]],PDS3[LM[Charge]],PDS3[LM[Covalent radius]],PDS3[LM[Electronegativity]],PDS3[LM[Mass]],PDS3[LM[Specific heat]],PDS3[LM[vdWRadius]],PDS3[Sh[Adjacency]],PDS3[Sh[CfMax]],PDS3[Sh[CfMin]],PDS3[Sh[CjMax]],PDS3[Sh[CjMin]],PDS3[Sh[Conectivity]],PDS3[Sh[D3D]],PDS3[Sh[Detour]],PDS3[Sh[Distance]],PDS4[LM[Atomic radius]],PDS4[LM[Charge]],PDS4[LM[Covalent radius]],PDS4[LM[Electronegativity]],PDS4[LM[Mass]],PDS4[LM[Specific heat]],PDS4[LM[vdWRadius]],PDS4[Sh[Adjacency]],PDS4[Sh[CfMax]],PDS4[Sh[CfMin]],PDS4[Sh[CjMax]],PDS4[Sh[CjMin]],PDS4[Sh[Conectivity]],PDS4[Sh[D3D]],PDS4[Sh[Detour]],PDS4[Sh[Distance]],PRD^2S[LM[Atomic radius]],PRD^2S[LM[Charge]],PRD^2S[LM[Covalent radius]],PRD^2S[LM[Electronegativity]],PRD^2S[LM[Mass]],PRD^2S[LM[Specific heat]],PRD^2S[LM[vdWRadius]],PRD^2S[Sh[Adjacency]],PRD^2S[Sh[CfMax]],PRD^2S[Sh[CfMin]],PRD^2S[Sh[CjMax]],PRD^2S[Sh[CjMin]],PRD^2S[Sh[Conectivity]],PRD^2S[Sh[D3D]],PRD^2S[Sh[Detour]],PRD^2S[Sh[Distance]],PRDS[LM[Atomic radius]],PRDS[LM[Charge]],PRDS[LM[Covalent radius]],PRDS[LM[Electronegativity]],PRDS[LM[Mass]],PRDS[LM[Specific heat]],PRDS[LM[vdWRadius]],PRDS[Sh[Adjacency]],PRDS[Sh[CfMax]],PRDS[Sh[CfMin]],PRDS[Sh[CjMax]],PRDS[Sh[CjMin]],PRDS[Sh[Conectivity]],PRDS[Sh[D3D]],PRDS[Sh[Detour]],PRDS[Sh[Distance]],Randic,SCH[AdjacencyAdjacencyConectivity],SCH[CfMinAdjacencyCfMax],SCH[CjMinAdjacencyCjMax],SCH[DistanceAdjacencyDetour],Size,SzMin,U,WkOp[Adjacency Conectivity Distance],WkOp[CfMin CfMax D3D],WkOp[Detour CjMin CjMax],X[LM[Atomic radius]],X[LM[Charge]],X[LM[Covalent radius]],X[LM[Electronegativity]],X[LM[Mass]],X[LM[Specific heat]],X[LM[vdWRadius]],X[Sh[Adjacency]],X[Sh[CfMax]],X[Sh[CfMin]],X[Sh[CjMax]],X[Sh[CjMin]],X[Sh[Conectivity]],X[Sh[D3D]],X[Sh[Detour]],X[Sh[Distance]]
15,2.6028,0,2.65365,2.12552,1.6274,2.61729,2.32637,13.4773,2.2328,1.9934,2.23975,2.03414,13.1872,2.02897,1.76918,2.05043,22,166.6,0,145.88,538.44,2520,154.28,323.96,44,454,988,448,874,58,601.412,1458,562,293.706,722,274,12.0241,57,262,57,262,246,911,241,770,1657.12,0,1473.38,5683.14,26556,1631.78,3282.38,30,4401,9122,4319,7718,44,8513.48,17368,8336,458.92,0,404.94,1528.54,7148,438.46,900.7,30,1255,2686,1233,2306,44,2090,4576,2008,26.14,0,22.6,80.24,376,23.04,50.04,30,94,210,94,210,44,40.3891,198,30,73.08,0,63.24,225.24,1056,63.96,140.16,0,180,452,180,380,0,197.438,600,168,114.12,0,99.06,356.1,1668,102.18,219.54,0,327,768,321,708,0,425.039,1092,396,120.96,0,106.56,400.32,1872,115.2,236.88,0,364,696,348,512,0,606.787,1216,576,42.2689,0,36.6339,131.068,614.09,37.5469,81.1706,30,136.416,309.895,135.944,295.367,44,95.9306,342.587,80.4,69.2007,0,60.2067,217.973,1020.87,62.42,133.519,30,208.95,472.767,207.283,434.333,44,204.361,598.267,182,6.69838,176,29874,26002,57918,14,524,91,632,3.65E+23,5.69E+27,0.125384,0,0.125068,0.0102116,0.0102119,0.124146,0.124997,0.121429,0.0106779,0.0115163,0.0106779,0.0115137,0.131429,0.0102956,0.011436,0.0102204
17,2.24777,0,2.27389,1.99612,1.70791,2.25469,2.10387,15.7304,2.03472,1.90761,2.03562,1.91155,15.5784,1.88314,1.80348,1.89478,25,219.52,0,191.36,696.96,3264,199.04,424.64,50,801,1431,797,1381,66,979.757,1624,916,481.878,804,450,13.636,99.5,376.5,99.5,376.5,549,1628,539,1507,3644.4,0,3230.88,12358.1,57744,3568.32,7190.16,34,12055,19844,11991,19412,50,26082.9,38180,25200,759.48,0,667.5,2490.78,11652,714.78,1483.38,34,2687,4636,2671,4496,50,4601.12,7092,4392,29.78,0,25.68,90.44,424,25.88,56.84,34,144,272,144,272,50,45.7408,130,34,80.36,0,69.4,245.64,1152,69.64,153.76,0,284,556,284,504,0,215.164,408,184,115.08,0,99.48,353.16,1656,100.2,220.44,0,489,903,489,879,0,420.566,780,396,117.68,0,102.12,366.92,1720,103.88,226.52,0,472,856,456,792,0,588.201,1008,544,47.916,0,41.3877,146.537,686.982,41.8061,91.6606,34,211.691,399.285,211.441,390.896,50,111.69,247.06,93.8968,81.4866,0,70.6014,252.392,1182.89,71.9479,156.476,34,336.565,626.112,335.565,606.446,50,268.097,507.541,240,7.6647,196,66137,62133,93482,16,753,120,992,7.25E+28,5.97E+31,0.124937,0,0.124674,0.0102105,0.0102107,0.123894,0.124614,0.12125,0.010909,0.0117176,0.010909,0.0117159,0.13125,0.0102927,0.0108254,0.0102183
17,2.11296,0,2.13409,1.90674,1.6671,2.11759,1.99542,15.7812,1.95362,1.83337,1.95427,1.83606,15.6575,1.80327,1.75219,1.81169,25,219.52,0,191.36,696.96,3264,199.04,424.64,50,762,1434,758,1394,66,1020,1582,958,502,783,471,13.636,99.5,397.5,99.5,397.5,507.5,1683.5,497.5,1583.5,4104.7,0,3652.44,14116.5,65936,4078,8134.48,34,12454,21686,12390,21294,50,32612.8,41842,31650,792.46,0,697.6,2615.24,12232,750.84,1550.76,34,2606,4782,2590,4662,50,5191.64,7206,4982,29.78,0,25.68,90.44,424,25.88,56.84,34,144,272,144,272,50,45.7408,130,34,80.36,0,69.4,245.64,1152,69.64,153.76,0,284,556,284,524,0,215.164,408,184,115.08,0,99.48,353.16,1656,100.2,220.44,0,468,912,468,888,0,420.565,780,396,111.04,0,96.24,344.56,1616,96.88,213.52,0,352,816,336,752,0,550.839,960,512,47.67,0,41.1652,145.639,682.792,41.544,91.1636,34,208.482,398.45,208.232,392.561,50,110.579,243.283,92.9381,80.725,0,69.9106,249.581,1169.79,71.1311,154.932,34,324.796,623.639,323.796,608.972,50,267.506,492.324,240,7.6647,196,64576,61496,95024,16,795,120,1034,8.05E+28,3.99E+31,0.124936,0,0.124672,0.0102105,0.0102107,0.123892,0.124612,0.12125,0.010909,0.0117176,0.010909,0.0117166,0.13125,0.0102927,0.0108254,0.0102183
20,2.86717,0,2.94695,2.383,1.79992,2.96742,2.56959,16.2456,2.565,2.0177,2.57391,2.07863,15.9482,2.17876,1.76924,2.24262,28,260.27,0,221.34,745.28,3502,210.8,488.75,57,529,1939,518,1688,73,1022.76,3619,871,502.88,1801,427,16.2747,31.5,458,30,458,240,2650,233,2018,2912.22,0,2482.69,8426.17,39566,2400.89,5482.55,40,6176,21702,6066,17891,56,16070.8,44028,13970,767.06,0,653.17,2208.57,10374,627.13,1442.35,40,1618,5850,1586,4929,56,3768.45,11456,3250,36.24,0,30.73,102.49,482,28.73,67.85,40,77,312,74,312,56,57.1432,514,40,108.56,0,92.12,307.96,1448,86.52,203.4,0,200,874,200,742,0,298.501,1540,240,173.28,0,147.21,494.01,2322,139.29,325.05,0,396,1374,387,1221,0,669.921,2508,576,201.28,0,171.36,579.04,2720,164.32,378.4,0,412,1560,392,1336,0,1033.93,3072,896,61.0328,0,51.7927,173.172,814.227,48.6591,114.358,40,126.701,508.231,123.055,479.713,56,146.646,872.869,115.133,103.955,0,88.2957,296.089,1391.8,83.4277,194.962,40,215.65,842.167,210.4,763.3,56,330.304,1504.07,272,8.36017,239,59986,52144,183562,17,916,136,972,1.41E+32,2.64E+38,0.127628,0,0.127552,0.0102373,0.0102375,0.127068,0.0102396,0.123529,0.0104589,0.0118613,0.0104413,0.0118574,0.132941,0.010345,0.0130693,0.0102425
17,2.45757,0,2.50895,2.11631,1.69906,2.50856,2.25192,14.5297,2.19347,1.90435,2.19765,1.93587,14.3303,1.97205,1.72775,1.99855,24,197.55,0,170.1,595.8,2790,174.6,375.75,49,440,1303,434,1177,63,762.903,2375,683,373.951,1180,334,13.6863,25.5,383,25.5,383,254.5,1578,248,1355,2356.32,0,2024.54,7043.9,33004,2052.22,4471.9,34,6356,15027,6207,13033,48,13452.3,29324,12404,587.4,0,505.4,1766.12,8272,516.52,1116.4,34,1476,3895,1447,3437,48,2929.69,7416,2672,30.14,0,25.83,89.15,418,25.79,57.05,34,58,255,58,255,48,47.1336,402,34,84.16,0,72.52,254.6,1192,74.76,160.2,0,138,572,138,478,0,231.243,1072,192,124.32,0,107.94,387.78,1812,116.1,238.5,0,357,921,354,870,0,473.968,1584,432,118.64,0,102.48,362.48,1696,107.12,226.4,0,248,776,240,664,0,597.413,1584,544,48.4827,0,41.6588,144.971,679.246,42.2443,92.0182,34,96.034,380.998,95.7145,364.594,48,111.916,636.147,90.8238,79.8428,0,68.7063,240.197,1124.97,70.274,151.769,34,168.276,593.619,166.943,551.619,48,244.553,1035.69,210,7.34334,197,38306,34887,106853,15,766,105,762,3.93E+26,7.78E+31,0.126419,0,0.126317,0.0102277,0.010228,0.125725,0.126314,0.122667,0.0103913,0.0117193,0.0103913,0.0117161,0.132,0.010322,0.0127161,0.0102332
18,2.17594,0,2.19731,1.95425,1.70222,2.18255,2.05146,16.7732,1.98992,1.88242,1.99078,1.88556,16.6918,1.85107,1.7866,1.85404,24,245.99,0,215.73,802.23,3774,220.15,478.38,53,973,1697,965,1621,65,1161.06,1881,1121,572.029,932,552,14.1405,133,448,133,448,710,2012.5,698,1896.5,4888.48,0,4363.86,17075.7,80244,4715.06,9693.78,36,16454,27434,16326,26906,48,36694.7,53776,37584,923.76,0,817.62,3123.54,14688,858.42,1814.82,36,3438,5858,3406,5666,48,5921.81,9040,5936,31.76,0,27.32,95.64,450,26.44,60.44,36,170,306,170,306,48,49.8077,132,36,87,0,75.4,270.36,1272,74.52,166.96,0,288,688,288,592,0,240.328,488,200,122.04,0,107.28,401.76,1890,110.16,237.96,0,660,984,660,936,0,473.95,720,432,109.76,0,95.92,353.2,1664,95.28,212.72,0,608,856,576,808,0,544.856,864,512,51.2,0,44.2682,157.548,741.294,43.4355,97.9977,36,247.441,455.747,246.941,441.22,48,122.545,259.453,101.784,88.0092,0,76.5305,277.32,1304.83,76.2496,169.538,36,397.556,722.102,395.556,689.768,48,300.897,549.784,272,8.05855,202,87982,83432,125118,17,896,136,1192,6.55E+31,3.75E+34,0.125257,0,0.124802,0.0102056,0.0102056,0.123598,0.124748,0.121176,0.0110086,0.0118204,0.0110086,0.0118176,0.128235,0.0103001,0.010791,0.0102177
11,2.32504,0,2.36603,1.77271,1.19553,2.36235,2.01119,10.5016,1.9141,1.79377,1.92556,1.82751,10.204,1.71887,1.58141,1.75236,16,101.53,0,91.63,345.62,1837,95.26,198.99,33,283,441,277,399,43,335.21,535,307,162.105,262,148,8.63037,41.5,116,41.5,116,140.5,304.5,136.5,273.5,791.64,0,731.73,2850.15,16008,765.19,1573.65,22,2107,2937,2011,2575,32,3738.35,5236,3548,245.44,0,224.29,861.23,4708,234.35,484.77,22,679,1013,655,895,32,1029.14,1532,964,18.92,0,16.66,60.45,303,17.13,36.49,22,77,121,77,121,32,29.767,70,22,51.48,0,45.64,166.48,860,46,99.56,0,124,248,124,208,0,140.939,264,120,70.8,0,63.42,237.36,1230,66.72,138.24,0,210,336,210,306,0,270.416,444,252,63.84,0,59.32,240.04,1280,66.6,129.08,0,188,228,164,180,0,324.628,464,320,29.2979,0,25.9548,95.0569,484.336,26.6949,56.7231,22,103.855,168.647,103.48,161.786,32,64.5792,129.014,53.3333,45.2627,0,40.3942,149.722,776.067,41.7218,88.0635,22,146.283,237.783,144.783,221.45,32,125.873,225.933,110,5.10906,127,10065,9046,14845,11,232,55,354,1.14E+16,2.42E+18,0.123561,0,0.123012,0.0101951,0.010184,0.122713,0.123197,0.12,0.0107057,0.0111114,0.0107057,0.0111095,0.129091,0.0102771,0.0106485,0.0102055
12,2.28054,0,2.3317,1.92039,1.5004,2.32025,2.06559,10.5579,2.05341,1.79696,2.06375,1.83087,10.3632,1.83534,1.62564,1.86459,17,106.59,0,91.63,319.33,1496,93.17,202.4,35,207,499,204,458,45,337.606,859,299,163.303,424,144,9.6371,17,154,17,154,93,451.5,91.5,401.5,814.36,0,702.87,2479.99,11606,731.35,1552.75,24,1811,3705,1754,3252,34,3804.29,7088,3492,252.64,0,217.63,763.31,3574,223.95,480.75,24,541,1201,528,1074,34,1030.21,2200,932,21.36,0,18.27,62.67,294,18.03,40.35,24,40,132,40,132,34,33.0473,192,24,56.64,0,48.58,168.1,788,48.74,107.3,0,86,270,86,232,0,153.203,496,128,73.56,0,63.42,223.02,1044,65.58,140.1,0,177,375,177,357,0,274.979,636,252,56.32,0,48.44,169.08,792,49.4,107,0,140,248,132,204,0,280.1,480,256,32.369,0,27.7299,95.5949,448.264,27.6255,61.2455,24,60.2164,184.801,60.0514,178.521,34,68.8166,287.9,55.2667,48.882,0,41.9382,145.25,680.833,42.1488,92.6308,24,93.6167,263.267,92.9167,248.083,34,130.045,431.333,110,5.36017,135,9469,8770,22844,11,308,55,350,1.58E+16,6.88E+19,0.125234,0,0.125118,0.0102188,0.0102191,0.124438,0.125114,0.121818,0.0103676,0.0112124,0.0103676,0.0112107,0.130909,0.0103075,0.0117682,0.0102241
16,2.49092,0,2.53863,2.16241,1.76151,2.5344,2.29453,13.5576,2.30155,1.97631,2.30561,2.00107,13.3901,2.03187,1.80377,2.07174,22,173.88,0,148.96,513.52,2408,148.4,329,46,328,1043,326,962,58,648.724,1920,558,317.362,953,272,12.9,24.5,255.5,24.5,255.5,138.5,1148,137.5,994,1790.56,0,1539.02,5360.94,25116,1563.5,3399.5,32,3668,10426,3636,9324,44,10087.8,21074,8800,480.96,0,412.72,1430.32,6704,415.28,911.6,32,964,2922,956,2648,44,2341.13,5670,2032,28.64,0,24.43,83.07,390,23.71,53.95,32,55,204,55,204,44,44.4778,346,32,81.8,0,70,240.48,1128,69.28,154.6,0,132,552,132,486,0,220.922,932,184,111.78,0,95.76,330.12,1548,95.4,211.5,0,237,708,237,663,0,428.466,1350,378,106.64,0,91.28,313.84,1472,90.48,201.6,0,224,660,216,608,0,548.459,1264,480,45.6514,0,38.9977,133.228,625.228,38.1892,86.1245,32,85.7946,314.785,85.6696,303.375,44,103.384,543.78,82.4524,73.3875,0,62.769,215.289,1009.98,61.9323,138.628,32,139.095,489.66,138.595,461.248,44,218.392,869.19,182,6.84334,185,24905,23401,75392,14,511,91,630,5.63E+23,6.78E+28,0.126676,0,0.126573,0.0102298,0.0102301,0.125959,0.12657,0.122857,0.0103976,0.011477,0.0103976,0.0114747,0.131429,0.0103257,0.012505,0.0102352
9,2.17925,0,2.22418,1.7363,1.21347,2.24082,1.92367,8.58576,1.88053,1.75154,1.8975,1.79358,8.43266,1.69367,1.5903,1.73944,12,71.37,0,63.09,220.86,1215,61.38,135.45,27,151,257,147,229,33,205.883,333,177,98.4415,162,84,7.04439,18.5,72,18.5,72,62,162,60,148,411.36,0,371.77,1325.89,7886,363.65,784.85,18,923,1329,859,1129,24,1710.38,2200,1512,147.12,0,131.49,465.09,2658,128.61,280.05,18,327,521,311,449,24,540.281,776,472,16.12,0,13.94,47.49,243,13.21,30.35,18,45,81,45,81,24,25.24,66,18,42.64,0,37.28,128.76,684,35.8,80.6,0,64,168,64,136,0,116.478,240,96,52.08,0,46.26,165.48,894,47.16,99.6,0,132,186,132,162,0,199.809,276,180,27.68,0,25.56,92.36,592,24.84,53,0,76,76,60,60,0,141.008,144,128,23.8802,0,20.7803,71.405,372.821,19.8806,45.074,18,59.1564,110.156,58.9064,105.018,24,49.8652,108.872,39.0667,34.6407,0,30.3355,105.079,560.133,29.2565,65.5392,18,80.8167,148.817,79.8167,137.15,24,87.6832,167.667,72,4.19838,99,3911,3568,6423,9,144,36,210,6.36E+11,6.35E+13,0.123244,0,0.122774,0.0101962,0.0101826,0.122234,0.123073,0.12,0.0105036,0.0109094,0.0105036,0.0109076,0.126667,0.010287,0.0107468,0.126037
17,2.52045,0,2.57322,2.18269,1.76119,2.58156,2.3157,14.5297,2.28287,1.96382,2.28941,1.9962,14.3303,2.0368,1.78713,2.07028,24,202.35,0,172.2,581.1,2730,164.7,380.25,49,417,1307,412,1178,63,767.424,2371,675,376.212,1178,330,13.7868,25.5,373,25.5,373,206.5,1570,204,1331.5,2304.88,0,1969.31,6731.79,31590,1930.67,4349.15,34,5312,14479,5183,12639,48,12908.5,28592,11664,591.16,0,504.07,1711.91,8038,488.07,1113.15,34,1326,3853,1301,3403,48,2889.4,7336,2584,30.78,0,26.11,87.19,410,24.47,57.65,34,58,255,58,255,48,47.4642,402,34,86.72,0,73.64,246.76,1160,69.48,162.6,0,136,572,136,474,0,233.302,1072,192,130.08,0,110.46,370.14,1740,104.22,243.9,0,324,933,324,888,0,482.67,1608,432,129.76,0,110.32,371.12,1744,104.88,243.6,0,296,840,288,692,0,649.764,1600,576,49.8041,0,42.2773,141.504,665.268,39.8001,93.3489,34,94.9056,382.214,94.6851,365.078,48,113.548,637.067,91.1048,82.1998,0,69.842,234.478,1102.08,66.1395,154.217,34,163.967,596.914,162.933,553.16,48,248.261,1037.35,210,7.34334,197,36434,33109,105327,15,746,105,754,3.44E+26,7.39E+31,0.126378,0,0.126298,0.0102283,0.0102285,0.125792,0.126295,0.122667,0.0103913,0.0117193,0.0103913,0.011716,0.132,0.0103243,0.0127161,0.0102332
15,2.20231,0,2.23776,1.94309,1.62614,2.22878,2.04934,13.6936,1.99045,1.83775,1.99202,1.8441,13.5604,1.8262,1.73551,1.84411,21,173.88,0,148.96,513.52,2408,148.4,329,44,533,991,529,947,56,693.003,1186,630,339.502,586,308,12.05,59.5,270.5,59.5,270.5,327.5,1065.5,319.5,978.5,2355.04,0,2035.88,7218.6,33768,2137.64,4497.8,30,6883,11704,6819,11344,42,14924.3,21764,13984,541.68,0,466.06,1628.62,7628,476.3,1029.5,30,1663,2960,1647,2840,42,2916.6,4556,2704,26.98,0,22.96,77.48,364,21.96,50.7,30,98,210,98,210,42,41.2141,126,30,71.52,0,61.04,207.92,976,59.44,134.8,0,192,432,192,384,0,190.703,384,160,96.36,0,82.32,281.28,1320,80.64,181.8,0,405,645,405,621,0,349.958,612,324,92.72,0,79.24,271.08,1272,77.8,175,0,312,560,296,512,0,453.421,816,416,42.2941,0,36.0469,122.243,574.045,34.8049,79.6022,30,145.365,303.061,145.115,295.422,42,94.3875,223.287,77.2095,68.9561,0,58.8806,200.88,942.821,57.5094,130.033,30,230.065,459.846,229.065,442.18,42,209.35,418.814,182,6.75402,168,35149,32845,53368,14,541,91,692,6.42E+23,3.04E+26,0.124881,0,0.124726,0.0102141,0.0102145,0.123794,0.124721,0.121429,0.010707,0.0115156,0.010707,0.0115139,0.13,0.0103013,0.0109139,0.0102201
17,2.45265,0,2.50638,2.12045,1.70176,2.52045,2.24975,14.5297,2.19347,1.90435,2.19765,1.93587,14.3303,1.9674,1.72775,1.99855,24,202.35,0,172.2,581.1,2730,164.7,380.25,49,440,1303,434,1177,63,773.38,2375,683,379.19,1180,334,13.7868,25.5,383,25.5,383,254.5,1578,248,1355,2390.72,0,2039.59,6938.55,32574,1981.27,4504.15,34,6356,15027,6207,13033,48,13676.9,29324,12404,599.08,0,510.51,1730.35,8126,492.43,1127.35,34,1476,3895,1447,3437,48,2975.89,7416,2672,30.78,0,26.11,87.19,410,24.47,57.65,34,58,255,58,255,48,47.3859,402,34,86.72,0,73.64,246.76,1160,69.48,162.6,0,138,572,138,478,0,232.584,1072,192,129.6,0,110.25,371.61,1746,105.21,243.45,0,357,921,354,870,0,479.167,1584,432,121.84,0,103.88,352.68,1656,100.52,229.4,0,248,776,240,664,0,608.706,1584,544,49.6883,0,42.1862,141.279,664.176,39.7579,93.1484,34,96.034,380.998,95.7145,364.594,48,112.87,636.147,90.8238,81.9095,0,69.6105,233.868,1099.14,66.0115,153.707,34,168.276,593.619,166.943,551.619,48,247.326,1035.69,210,7.34334,197,38306,34887,106853,15,766,105,762,3.93E+26,7.78E+31,0.126376,0,0.126296,0.0102283,0.0102285,0.125794,0.0102307,0.122667,0.0103913,0.0117193,0.0103913,0.0117161,0.132,0.0103238,0.0127161,0.0102332
16,2.5379,0,2.6036,2.11554,1.6146,2.60728,2.28128,13.4017,2.27245,1.88393,2.27715,1.91695,13.1771,1.96125,1.66079,2.0111,22,173.88,0,148.96,513.52,2408,148.4,329,46,337,1040,334,947,58,635.09,1932,548,310.545,959,267,12.9002,24.5,249.5,24.5,249.5,145.5,1127.5,144,959,1711.78,0,1468.11,5079.19,23810,1472.47,3242.65,32,3755,9950,3714,8796,44,9192.23,20384,8046,472.98,0,405.51,1401.39,6570,405.87,895.65,32,993,2866,982,2562,44,2220.54,5628,1934,28.64,0,24.43,83.07,390,23.71,53.95,32,55,203,55,203,44,44.4779,346,32,81.8,0,70,240.48,1128,69.28,154.6,0,134,554,134,480,0,221.082,932,184,116.28,0,99.96,348.36,1632,101.64,220.8,0,252,738,249,675,0,446.331,1410,396,113.28,0,97.16,336.2,1576,97.48,214.6,0,228,688,220,628,0,580.589,1368,512,45.828,0,39.1591,133.896,628.314,38.4107,86.4818,32,86.7525,314.928,86.5164,301.693,44,103.779,546.611,82.9333,73.7653,0,63.1132,216.699,1016.5,62.3972,139.389,32,141.95,490.667,141.117,457.65,44,217.813,876.567,182,6.86017,185,25394,23414,74597,14,499,91,620,5.86E+23,7.59E+28,0.126689,0,0.126587,0.0102298,0.0102301,0.12598,0.126584,0.122857,0.0103977,0.01147,0.0103977,0.0114673,0.131429,0.0103257,0.0125051,0.0102352
12,2.32998,0,2.40377,1.84746,1.31405,2.39666,2.0366,10.37,2.00818,1.69273,2.01623,1.74443,10.0961,1.75803,1.46592,1.7922,17,106.59,0,91.63,319.33,1496,93.17,202.4,35,208,499,206,446,45,325.279,863,291,157.139,426,140,9.63727,17,150,17,150,93.5,440.5,92.5,380.5,754.6,0,649.95,2278.75,10670,668.35,1435.75,24,1684,3459,1659,2934,34,3203.23,6608,2992,246,0,211.75,740.95,3470,216.95,467.75,24,528,1173,521,1014,34,937.674,2156,860,21.36,0,18.27,62.67,294,18.03,40.35,24,40,132,40,132,34,33.0473,192,24,56.64,0,48.58,168.1,788,48.74,107.3,0,88,270,88,226,0,153.082,496,128,78.54,0,67.83,239.79,1122,70.83,149.85,0,192,402,189,369,0,290.897,678,270,62.96,0,54.32,191.44,896,56.4,120,0,148,264,144,192,0,311.91,560,288,32.5446,0,27.8855,96.1865,451.016,27.8107,61.5895,24,60.9036,185.604,60.73,177.677,34,69.0199,289.701,55.7,49.2417,0,42.2567,146.461,686.467,42.528,93.335,24,94.9833,264.867,94.4,245.3,34,129.083,435.533,110,5.37701,135,9371,8467,22360,11,300,55,342,1.73E+16,7.34E+19,0.125253,0,0.125137,0.0102188,0.0102191,0.12446,0.125133,0.121818,0.0103677,0.0112124,0.0103677,0.0112104,0.130909,0.0103075,0.0117682,0.0102241
17,2.50815,0,2.5627,2.17775,1.75612,2.5808,2.30539,14.5297,2.22257,1.96371,2.23114,2.00314,14.3303,2.02888,1.78475,2.06075,24,202.35,0,172.2,581.1,2730,164.7,380.25,49,449,1295,440,1140,63,756.872,2363,667,370.936,1174,326,13.7869,24,375,24,375,261.5,1520.5,250,1274,2257.92,0,1921.99,6491.35,30494,1841.27,4244.15,34,6228,14202,5964,11880,48,12399.6,27348,11164,585.8,0,498.75,1685.63,7918,478.43,1101.35,34,1486,3792,1438,3234,48,2811.04,7192,2512,30.78,0,26.11,87.19,410,24.47,57.65,34,57,255,57,255,48,47.3859,402,34,86.72,0,73.64,246.76,1160,69.48,162.6,0,136,572,136,476,0,232.589,1072,192,134.58,0,114.66,388.38,1824,110.46,253.2,0,381,957,381,873,0,495.781,1626,450,135.12,0,115.64,397.4,1864,114.52,255.4,0,296,800,284,636,0,679.674,1760,608,49.9541,0,42.4217,142.174,668.34,40.0381,93.6688,34,96.2146,382.031,95.8604,363.112,48,113.589,638.67,91.5381,82.5023,0,70.1355,235.864,1108.42,66.6365,154.867,34,171.071,594.943,169.321,544.521,48,247.301,1040.21,210,7.36017,197,37991,33634,103885,15,750,105,746,4.06E+26,7.09E+31,0.12639,0,0.126311,0.0102283,0.0102285,0.125813,0.126309,0.122667,0.0103846,0.0117193,0.0103846,0.0117161,0.132,0.0103238,0.0127161,0.0102332
